objectid_1,objectid,acreage,sqft,final_cat,type,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,dpw_ac,globalid_2,shape_area,shape_length
137,96,13.43468306,585212.45343835,Neighborhood Park,NP,15,Kennard Playground,Kennard Park,Kennard Park,Schenley,3273.39535077,6354bb5b-f289-4868-a4b7-04d9ceb09d7b,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Schenley,13.4346830646277,3e626060-2ec7-4e02-adb3-e36e8d3a2875,93975.515625,1312.7532441719
138,105,0.89513452,38991.90357723,Neighborhood Park,NP,9,Lewis Playground,Lewis Park,Lewis Park,Schenley,796.3927443,635c355b-aae2-42d7-ab29-d1d6a357bf97,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,0.895134516650851,c8c8a313-bfd6-45c9-87b4-1049bee9d1d3,6255.96484375,319.085515511555
139,176,3.42760093,149305.69932967,Neighborhood Park,NP,13,Sullivan Playground,Sullivan Park,Sullivan Park,Northeast,1791.92643888,58ad185e-9524-4e93-bc10-328dd2172dc1,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,3.42760093099757,3332c9e9-7e66-4e13-8494-55b174b8aea2,23990.09765625,718.072031697461
140,127,1.40141913,61045.57299636,Community Park,CP,16,Mellon Square Park,Mellon Square Park,Mellon Square Park,State,972.19563334,edbff294-ea77-46e2-be64-dcfebbf319e8,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,1.40141912716669,3c62b198-a6bd-43b7-82b3-f6485fa72d3d,9802.41796875,389.536308322276
141,33,0.47547207,20711.48049823,Neighborhood Park,NP,1,Catalano Parklet,Catalano Park,Catalano Park,Northern,567.15573912,747d5630-9fcb-42d3-bd33-ba7774dee3cb,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,0.475472069430679,ba4e9787-3668-44c2-8e2c-01980892713e,3327.640625,227.295282749423
142,216,0.77609047,33806.36543423,Special Use Park,SU,2,,Brighton Heights Healthy Active Living Center,,,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,0.7760904651078,613df339-5f0d-4326-bbd1-a44b0eda454d,5434.625,295.026597600603
143,116,2.7625784,120337.43394576,Neighborhood Park,NP,2,Marmaduke Playground,Marmaduke Park,Marmaduke Park,Northern,1791.42794545,273f4bbe-25d9-42a3-a546-370af99b1275,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,2.76257840442924,67e5c39b-f312-415c-96b2-38b00c318424,19348.1953125,718.04904778762
144,180,0.31603157,13766.27998628,Beautification Site,BTF,16,Thomas Parklet,Thomas Park,Thomas Park,State,685.98510414,29ea1e26-197f-4e3d-926b-4fd4b7988d76,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,0.316031566840351,61a9eacd-fd2d-4b8b-abdd-6868c7442d2d,2210.2421875,275.024975347243
145,139,14.48754111,631074.76635223,Riverfront Park,RVR,16,Northshore Riverfront Park,Northshore Riverfront Park,Northshore Riverfront Park,State,10104.3707589,68640034-1684-42f3-b6ea-c292096f526e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,14.4875411078711,5d3b638b-b573-40e8-820b-448107265489,101348.23046875,4090.18815633909
146,51,0.80543757,35084.72011044,Neighborhood Park,NP,13,Duncan Parklet,Duncan Park,Duncan Park,Northeast,765.09522208,11bb27fa-771b-4ed0-92e5-c66f27b8e336,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,0.805437567716807,e02049c2-0211-4296-807e-2589d6b908fa,5640.2890625,306.723324106503
147,53,61.38590585,2673959.36287423,Community Park,CP,3,East Common Park,Allegheny Commons,Allegheny Commons Park,State,8643.01965726,ed54111f-f829-49c1-87b0-4f0e06c2ccaa,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,61.3859058477517,0fc2e4af-2297-4459-bd53-46ddeaea5413,429525.21484375,9038.5062794063
148,4,2.28558167,99559.53942364,Riverfront Park,RVR,16,Allegheny Landing Park,Allegheny Landing Park,Allegheny Landing Park,State,1579.93365704,4c54672c-8a00-4670-a599-1b3e59c22d84,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,2.28558167270413,ae6dedbd-8071-4418-8a59-2a76dd68a038,15989.75,626.966133300872
149,72,1.95542982,85178.18220678,Neighborhood Park,NP,12,Friendship Park,Friendship Park,Friendship Park,Northeast,1901.42659879,f95cbafc-dcd8-493f-8b98-89745c6434ca,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,1.95542981911229,7fd7bc56-ce8f-4fb0-912e-cd65c62f1b2e,13686.27734375,760.982635901737
150,191,10.06138692,438272.26101446,Neighborhood Park,NP,11,Westinghouse Park,Westinghouse Park,Westinghouse Park,Eastern,2747.68890417,e473b3f9-3e8a-49cb-8523-ef32365cdd25,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,10.0613869170973,893b7f8f-1e40-4dd8-9a4b-89254af7d4ba,70400.87109375,1067.26772125255
151,156,1.98205996,86338.18631674,Regional Park,RP,6,Ream Parklet,Emerald View Park - Ream Park,Emerald View Regional Park,Western,1359.15606601,e532a31c-a671-42ae-98da-2ed252192a64,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,1.98205995570538,af652731-c89f-417a-9c24-7c530ce5313d,13859.71484375,544.722266512902
152,167,51.03648302,2223140.30792987,Community Park,CP,4,Sheraden Park,Sheraden Park,Sheraden Park,Western,16358.8352357,351ad94c-c15c-4b25-a11a-f467977f0134,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,51.0364830238243,d10fa8c1-58cd-4529-b324-f638978136ed,357167.4921875,6365.65630542461
153,35,6.14846033,267825.86052636,Neighborhood Park,NP,4,Chartiers Playground,Chartiers Park,Chartiers Park,Western,2197.20250399,3bd43bb8-9677-45be-8b89-7d05c1d78cf6,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,6.14846032674512,683a110e-50db-4bf1-8bf7-499ff410bcd2,43026.73046875,880.608649408886
154,15,2.572473,112056.47568868,Public School,SCH,5,Banksville School,Banksville School Park,Banksville School,Western,573.32148474,8e5ecb6a-dba7-449f-bef7-d76ac0c446b4,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,2.57247300082485,6776633d-ac36-4aab-8a76-265959e2cf41,17975.66015625,622.261022417985
155,201,144.92465835,6312892.86594803,Regional Park,RP,6,Duquesne Heights Greenway,Emerald View Regional Park,Emerald View Regional Park - Duquesne Heights Greenway,Western,28271.46514,32e0f94b-541f-421b-b9cb-570b3b856d2e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,144.924658346952,25bab549-d72e-456f-8616-2545e119219f,1013508.828125,30542.9045644429
156,40,0.34412426,14989.99293971,Neighborhood Park,NP,4,Crafton Heights Tot Lot,Crafton Heights Park,Crafton Heights Park,Western,540.46194742,9fdbedd7-5f9c-4171-a8f3-abe2b238437f,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,0.344124263082221,ae26ffb2-1be5-4ad8-9b26-835024602a65,2406.6796875,216.405013781333
157,171,14.0526578,612131.32535387,Riverfront Park,RVR,7,Southside Riverfront Park,Southside Riverfront Park,Southside Riverfront Park,Southern,14053.0359603,99ccb4c8-bc0c-403d-9442-3364c6e21096,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,14.0526578027208,1dbc6f90-c54a-4ca2-a9e7-63e32d9941e2,98266.6328125,5301.93006001674
158,186,2.12662921,92635.59773807,Neighborhood Park,NP,6,Warrington Playground,Warrington Park,Warrington Park,Southern,1245.75822307,bf852bdb-5458-44ff-ba0c-5c6b16e5ccd9,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,2.12662920756599,2c2cbbc3-c473-43e0-a334-961a30bfeb3e,14866.4296875,498.809453533011
159,198,2.06011723,89738.34752018,Neighborhood Park,NP,2,Young Field,Young Field Park,Young Park,Northern,1666.07179358,9b969f67-1f2e-4f4b-8556-e4ac49ca208e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,2.06011722852731,286b6363-2f10-4c1c-ae2d-b4bc4a57a477,14423.38671875,511.979781408876
160,11,4.20716074,183263.18896766,Neighborhood Park,NP,7,Arlington Playground,Arlington Park,Arlington Park,Southern,1714.73920067,feb2c1cf-1ba5-4a8d-9bca-7dcd9165fed2,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,4.20716074432075,3d2b293d-3e83-4d4c-b5e1-fd57ab647931,29407.8671875,687.091860477882
161,169,0.41219492,17955.13867703,Special Use Park,SU,7,Southside Market House,Southside Market House,Southside Market House,Southern,539.35379267,9bb8fe4a-a3ba-49ba-a3b3-bd099243b04e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,0.41219491500917,7fad7c80-140c-4d0d-ad7b-4af5c9634305,2882.18359375,216.214168470851
162,165,1.01120174,44047.77163895,Neighborhood Park,NP,1,Scherer Field,Scherer Park,Scherer Field,Northern,869.02248082,207b0267-2101-4b62-aa7b-4c55ace2496e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,1.01120174083021,45e21b5a-27bb-4dc1-a6c0-de7b4878fb58,7078.3515625,348.565895863412
163,224,7.13257224,310693.60390636,Neighborhood Park,NP,2,,Fowler Park,,,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,7.13257223793636,f1812ffb-a654-4fa0-996e-57c4ea0c27ff,49932.44140625,1045.72956931631
164,64,2.64256517,115109.67836479,Neighborhood Park,NP,3,Fineview Field,Fineview Field Park,Fineview Field,Northern,1791.9436509,21784547-a11b-4006-ad6c-9b27cf995c19,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,2.64256516999273,84e7ee32-061a-4dc6-ba1c-c2fe9cbfae66,18494.15234375,593.926560227638
165,226,1.7213239,74980.56935351,Riverfront Park,RVR,16,,Monongahela Wharf Landing Park,,,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,1.72132390442346,82412971-a465-4c8a-8816-f058568c338f,12039.23046875,1782.0963319168
166,215,0.1917319,8351.80816446,Neighborhood Park,NP,6,,Venson Park,,,,,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,0.1917319001789,056180df-4444-4b54-a550-8f5e8058ce3c,1340.12109375,149.028327984529
167,129,5.28588047,230252.03219689,Neighborhood Park,NP,7,Monongahela Playground,Monongahela Park,Monongahela Park,Southern,2224.84284636,6d41972a-17ea-447a-8aec-792fed745308,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,5.28588046849827,a0b84982-87ae-449f-acfa-42cb919d6040,36951.93359375,787.241412356921
168,103,0.45531625,19833.49648462,Neighborhood Park,NP,5,Leolyn Parklet,Leolyn Park,Leolyn Park,Southern,617.72292841,f027a6f9-cb67-4ec2-8d03-66eb8ad658f0,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,0.455316249284806,8f931756-0bc0-48e5-a2fd-dbaf92a4c232,3180.85546875,247.356642481879
169,63,1.99688562,86983.98975164,Neighborhood Park,NP,13,Fifty-Seventh St Playground,Fifty-Seventh Street Park,Fifty-Seventh Street Park,Northeast,1535.49617355,31373659-cf0f-4036-9c4b-b23dc2763456,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,1.99688562186975,cbb4a02f-117e-4ef7-92cc-4cd1ab639214,13986.109375,461.325762781848
170,184,8.5925235,374288.82646422,Neighborhood Park,NP,5,Volunteers Field,Volunteers Park,Volunteers Park,Southern,5812.4419735,febad663-68a9-4e76-ae18-ae4f8430cfae,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,8.5925234991739,0fee0401-826e-4be3-9473-8806db9c21ff,60023.91015625,1740.04401112373
171,154,28.79541068,1254323.07178477,Riverfront Park,RVR,16,Point State Park,Point State Park,Point State Park,State,12943.2387982,bf1a98df-8a5b-454a-a172-cb061bab8d70,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,State,28.7954106770457,73c11e05-cfa9-48d6-ad45-c43a04a7961a,201415.91796875,5184.1946273536
172,66,9.47870336,412890.66695334,Neighborhood Park,NP,12,Fort Pitt Playground,Fort Pitt Park,Fort Pitt Park,Northeast,3309.67418793,af65aeef-0944-4a0c-936f-96ea81bec49b,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,9.47870336365845,37a4fcbd-2755-4a18-b125-0e2c0cc93227,66356.03125,1326.31607660004
173,80,0.43052337,18753.52291829,Beautification Site,BTF,16,Grant Street Islands,Grant Street Islands,Grant Street Islands,State,3596.22994508,ec7791b6-034e-4e49-95d3-594550c438cf,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,6th Division,0.430523368517251,8df93fcd-68b5-48d6-819f-5adc72a8f26a,3011.2734375,1442.39210264952
174,168,0.85328785,37169.07014749,Special Use Park,SU,4,Sheraden Senior Center,Sheraden Healthy Active Living Center,Sheraden Senior Center,Western,609.38315894,0a4c9da4-797d-466c-859a-27575a608045,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,0.853287851795646,9b860634-4bfd-4980-b809-dbbdd318d6af,5970.96875,350.449812409265
175,208,6.07941303,264818.17218551,Neighborhood Park,NP,5,Vanucci Field,Vanucci Park,Vanucci Park,Western,2391.38259646,19b0ba76-3aad-4e9f-9174-18013f454a6d,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,6.07941302712069,41f86373-ab47-4bd1-8cbb-6cd7ac04a1a4,42490.51171875,957.265457542479
176,175,0.53106161,23132.95137919,Neighborhood Park,NP,4,Stratmore Parklet,Andrew Joseph Kukuruda Park,Stratmore Park,Western,845.11152083,98e651e7-e357-48d5-ad8e-53db1a814a8e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,0.531061614124622,eb0c4df1-5d9e-4e2d-831d-5da86efe495b,3714.43359375,338.649793071837
177,211,0.56902453,24786.60959643,Neighborhood Park,NP,1,Troy Hill Citzen's Park,Troy Hill Citizen's Park,Troy Hill Citzen's Park,Northern,708.69794992,c4abaefd-877d-4c42-b588-60a126ebfa5a,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,0.56902453496701,176105e2-6c62-4096-bd77-344c909f931a,3982.73828125,284.077775451545
178,133,0.34528554,15040.57816901,Neighborhood Park,NP,4,Mutual Parklet,Mutual Park,Mutual Park,Western,629.88083149,c3ced6af-31f3-4c14-88e2-a17fe6b295e6,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,0.345285544800263,1c8f539a-7544-413b-978b-c16aa9267908,2415.94140625,252.618355154825
179,194,2.2077738,96170.2421346,Neighborhood Park,NP,10,Wightman Playground,Wightman Park,Wightman Park,Eastern,1305.90809687,9073e51f-4d78-42ff-8fc0-97344d058d0e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,2.20777380203681,c48304dc-f050-463a-abcf-45ec0e0e77ea,15443.71484375,523.002077837653
180,164,434.08262294,18908563.42068,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Schenley,434.08262293757,0149ff07-b680-4da8-b592-fbef8ed744db,3035710.2578125,49416.6642748043
181,86,8.32023602,362428.03129355,Community Park,CP,4,Hershel Playground,Herschel Park,Hershel Park,Western,5898.08325819,5011c72c-2a08-418b-844d-b3dbbca6075e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,8.32023601951392,27ede55e-b9eb-4859-a170-8ca3e293a2fe,58194.4375,1042.20041111645
182,1,1.65951668,72288.25745143,Neighborhood Park,NP,5,Able Long Parklet,Able Long Park,Able Long Park,Western,1079.63858184,fb46cd7e-fcf3-47de-86b2-b44a62ecb0da,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,1.65951668056316,dcc72029-0057-4374-9538-683a0262e8d8,11596.484375,432.518080650561
183,141,4.88269047,212689.14632173,Neighborhood Park,NP,4,Oakwood Playground,Oakwood Park,Oakwood Park,Western,3111.47553148,62caf5f1-7f9e-4563-8a86-41b42ccbf634,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,4.88269047476746,c0f1ef10-6a0e-45ff-9814-060fbc078ef9,34137.55859375,1246.82348806576
184,108,0.63524651,27671.22731098,Neighborhood Park,NP,8,Lincoln Place Parklet,Lincoln Place Park,Lincoln Place Park,Southern,763.19671597,b4b74fc4-80c6-4534-93d5-83dcd06e43c8,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,0.635246510473499,c8d5cc52-8da4-4daa-9beb-d19efb44b0a5,4434.0234375,305.815252632178
185,188,4.68886759,204246.25504188,Neighborhood Park,NP,4,West End Elliot Overlook Park,West End-Elliott Overlook Park,West End-Elliot Overlook Park,Western,4135.08502495,db34d78e-3287-40aa-8754-89ff7af41c76,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,4.68886758561405,a20f0f86-1551-4799-a587-9792f6862f6a,32801.921875,1657.2811784109
186,144,2.10955456,91891.82922717,Neighborhood Park,NP,7,Ormsby Playground,Ormsby Park,Ormsby Park,Southern,1549.34963964,a67c8014-7b92-4125-af8e-aa51286451f2,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,2.10955456371887,23740dd2-1ac1-4f02-abd6-31712d029ce0,14750.55078125,534.14493961925
187,158,0.46868243,20415.72487455,Neighborhood Park,NP,8,Revenue Park,Roland Lockridge Community Park,Roland Lockridge Community Park,Southern,590.84100675,44bbbdf5-c2db-451c-b880-9251b8211455,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,0.468682427403543,11ef9601-1e3b-4a9e-912d-5b41c12837bc,3273.734375,236.488162076142
188,122,77.83255445,3390372.51045939,Community Park,CP,6,McKinley Park,McKinley Park,McKinley Park,Southern,17715.7659737,0057c452-d431-4d76-bd57-a1f581977a5e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,77.8325544533721,e4baf7f4-3180-4160-bb56-8580ac341ef0,543956.7734375,7085.59940892431
189,196,2.45424772,106906.60318565,Neighborhood Park,NP,7,Winters Playground,Winters Park,Winters Park,Southern,1961.47202182,39be7594-ab5d-43e6-a152-a1cb6ec627ee,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Southern,2.45424772298775,5b1282a9-f76b-494c-8da4-202b096e39ce,17157.26171875,567.140090504641
190,49,14.2630875,621297.60616894,Community Park,CP,13,Dinan Playground,Dinan Park,Dinan Park,Northeast,4324.05085525,6ae57e29-f05f-4863-b819-cd72229aa471,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,14.2630874969426,0ce5116b-d6cb-4f48-8086-bfd4fb580f1d,99890.328125,1508.12588688048
191,23,5.9913806,260983.49496263,Neighborhood Park,NP,13,Bloomfield Playground,Paul J. Sciullo II Memorial Park,Bloomfield Park,Northeast,3262.78087797,4724c15b-ecec-4b4b-9b88-c709f759b98f,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,5.99138059916751,9745be0a-aa65-4282-9a69-76cfde291d6f,41933.9609375,1397.93152593023
192,26,30.99530798,1350150.21501275,Community Park,CP,2,Brighton Heights Park,Brighton Heights Park,Brighton Heights Park,Northern,12357.0948233,2ebd3497-6b22-4a86-95f4-cc01dc82048a,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northern,30.9953079804824,c987784e-45c4-4ac8-8306-1a5897955c6e,217087.421875,4810.21265409626
193,145,1.19746041,52161.16694529,Neighborhood Park,NP,12,Osceola Parklet,Osceola Park,Osceola Park,Northeast,907.56586396,975a22ed-f845-4214-964f-4d2824d17d41,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,1.19746041300709,6ccbf865-5d99-4bf1-a7ef-9d2e456e50f6,8379.69140625,363.780980780685
194,13,8.80859448,383700.84080788,Community Park,CP,13,Arsenal Park and School,Arsenal Park,Arsenal Park,Northeast,2498.19408838,7bfb78ce-506d-454c-a4d2-eb6a2494361e,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,8.80859448153925,e05dbd57-2e18-4759-8929-7ebe99f31cae,61659.77734375,1001.51771918114
195,189,17.02510591,741610.64704975,Community Park,CP,4,West End Park,West End Park,West End Park,Western,15318.7895242,f1ba0266-6b8c-4555-a57a-4003e8adf767,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,17.025105911415,703d34d9-e196-45bb-8a70-1b73e40a493c,119069.33203125,6137.90465565819
196,90,4.26898266,185956.14072439,Neighborhood Park,NP,11,Homewood Playground,Homewood Park,Homewood Park,Eastern,1360.90801945,9296bb5e-10ce-4bb7-a855-54fe7a1c97be,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,4.26898265728162,9080c700-9fbd-4579-9bc0-cbf3e25710a2,29871.61328125,735.042778777071
197,193,3.26762602,142337.22002874,Public School,SCH,4,Westwood School,Westwood School Park,Westwood School,Western,1572.77684889,843e43a8-79ed-42c4-975b-9791c5161212,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,3.26762601880908,e45bb6ad-4d82-41f8-be1a-b5e7e8c6f591,22848.89453125,607.297032498449
198,119,22.72831092,990041.26348541,Community Park,CP,8,McBride Park,McBride Park,McBride Park,Southern,7470.06276691,c5ca4ed7-b654-4d29-9e89-caba44345bf4,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Eastern,22.7283109197048,2b157feb-34e7-4f23-97b7-ee6c76d23a29,158644.85546875,2987.59339227395
199,78,5.76013885,250910.64487282,Regional Park,RP,6,Grandview Overlook,Emerald View Park - Grandview Overlook,Emerald View Regional Park,Western,5037.75089773,e065b497-78da-4f77-b22f-ad9c13a0b5ec,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,5.7601388548763,8939434c-66f7-457b-af62-02e0ad2c64cb,40280.49609375,1819.50416624505
200,14,16.63917312,724799.48209377,Community Park,CP,5,Banksville Park,Banksville Park,Banksville Park,Western,6186.41940115,62ec008f-5309-4759-8d0e-3548938dcd38,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Western,16.6391731244351,17467001-c3de-4b14-af07-deba1bf26926,116293.45703125,2477.5916474028
201,120,0.1998298,8704.55109452,Neighborhood Park,NP,13,McCandless Tot Lot,McCandless Park,McCandless Park,Northeast,376.61683219,6466049c-ed79-4b4a-a7fd-eee9db4eaba5,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,pgh.dcp.allisot,2022-03-10T13:38:47.207000+00:00,Parks - Northeast,0.199829795978656,4268cfb5-3835-49a5-9d5e-62e66d47271c,1399.38671875,151.005754616547
